accession	target_id	is_query_self	full_evalue	full_score	full_bias	domain_rows	reported_domain_count	best_domain_evalue	best_domain_score	query_length	target_length	query_union_aligned_residues	target_union_aligned_residues	query_coverage	target_coverage	reviewed	entry_name	protein_names	gene_names	organism	organism_id	metadata_length
A0ABU7IWH1	tr|A0ABU7IWH1|A0ABU7IWH1_9FLAO	no	3.5e-30	103.3	1.8	1	1	4.5e-30	102.9	251	276	195	194	0.7769	0.7029	unreviewed	A0ABU7IWH1_9FLAO	SAM-dependent chlorinase/fluorinase	V1I91_13725	Maribacter cobaltidurans	1178778	276
A0A0W1SFX8	tr|A0A0W1SFX8|A0A0W1SFX8_9EURY	no	3.5e-30	103.3	0.0	1	1	4.4e-30	103.0	251	260	246	256	0.9801	0.9846	unreviewed	A0A0W1SFX8_9EURY	S-adenosyl-l-methionine hydroxide adenosyltransferase	AUR66_01425	Haloferax profundi	1544718	260
A0ABS7YWP7	tr|A0ABS7YWP7|A0ABS7YWP7_9FIRM	no	3.6e-30	103.3	0.1	1	1	4.7e-30	102.9	251	278	210	217	0.8367	0.7806	unreviewed	A0ABS7YWP7_9FIRM	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	LDJ82_04470	Anaerococcus degeneri	361500	278
A0AAP2GBV0	tr|A0AAP2GBV0|A0AAP2GBV0_9BACT	no	3.6e-30	103.3	0.0	1	1	4.9e-30	102.8	251	257	203	196	0.8088	0.7626	unreviewed	A0AAP2GBV0_9BACT	SAM-dependent chlorinase/fluorinase	KK078_03300	Dawidia soli	2782352	257
A0A420AIH1	tr|A0A420AIH1|A0A420AIH1_SPHD1	no	3.6e-30	103.3	0.1	1	1	4.2e-30	103.0	251	262	186	183	0.7410	0.6985	unreviewed	A0A420AIH1_SPHD1	S-adenosyl-l-methionine hydroxide adenosyltransferase	DFQ12_4767	Sphingobacterium detergens	1145106	262
A0ABP7ZZR5	tr|A0ABP7ZZR5|A0ABP7ZZR5_9SPHI	no	3.6e-30	103.3	0.1	1	1	4.2e-30	103.0	251	262	186	183	0.7410	0.6985	unreviewed	A0ABP7ZZR5_9SPHI	SAM-dependent chlorinase/fluorinase	GCM10022218_18240	Sphingobacterium ginsenosidimutans	687845	262
A0A2Z2HT41	tr|A0A2Z2HT41|A0A2Z2HT41_9EURY	no	3.6e-30	103.2	0.0	2	2	9.5e-15	52.7	251	281	229	232	0.9124	0.8256	unreviewed	A0A2Z2HT41_9EURY	NAD operon protein	B1756_11650	Natrarchaeobaculum aegyptiacum	745377	281
A0A7W3VZ32	tr|A0A7W3VZ32|A0A7W3VZ32_9PSEU	no	3.6e-30	103.2	0.0	1	1	5.1e-30	102.8	251	264	178	174	0.7092	0.6591	unreviewed	A0A7W3VZ32_9PSEU	SAM-dependent chlorinase/fluorinase	H4281_21675	Amycolatopsis dendrobii	2760662	264
A0ABT1AU33	tr|A0ABT1AU33|A0ABT1AU33_9FLAO	no	3.7e-30	103.2	0.1	1	1	4.9e-30	102.8	251	276	189	187	0.7530	0.6775	unreviewed	A0ABT1AU33_9FLAO	SAM-dependent chlorinase/fluorinase	NG653_00710	Robiginitalea marina	2954105	276
A0A0X8FLA2	tr|A0A0X8FLA2|A0A0X8FLA2_9LACT	no	3.7e-30	103.2	0.0	1	1	4.6e-30	102.9	251	288	190	197	0.7570	0.6840	unreviewed	A0A0X8FLA2_9LACT	DNA-directed RNA polymerase subunit delta	AWM75_05010	Aerococcus urinaehominis	128944	288
A0ABP6T758	tr|A0ABP6T758|A0ABP6T758_9ACTN	no	3.7e-30	103.2	0.0	1	1	1.3e-29	101.5	251	259	178	176	0.7092	0.6795	unreviewed	A0ABP6T758_9ACTN	SAM-dependent chlorinase/fluorinase	GCM10020369_58950	Cryptosporangium minutisporangium	113569	259
A0ABV8CVY3	tr|A0ABV8CVY3|A0ABV8CVY3_9STRE	no	3.7e-30	103.2	0.0	1	1	4.5e-30	102.9	251	280	203	211	0.8088	0.7536	unreviewed	A0ABV8CVY3_9STRE	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ACFORF_06425	Streptococcus caprae	1640501	280
A0A1S1QGI4	tr|A0A1S1QGI4|A0A1S1QGI4_9ACTN	no	3.7e-30	103.2	0.0	1	1	4.8e-30	102.8	251	300	181	183	0.7211	0.6100	unreviewed	A0A1S1QGI4_9ACTN	SAM-dependent chlorinase/fluorinase	BBK14_15860	Parafrankia soli	2599596	300
A0ABT6G4T6	tr|A0ABT6G4T6|A0ABT6G4T6_9FLAO	no	3.8e-30	103.2	0.8	1	1	4.4e-30	103.0	251	289	186	184	0.7410	0.6367	unreviewed	A0ABT6G4T6_9FLAO	SAM-dependent chlorinase/fluorinase	P7122_14295	Winogradskyella marincola	3037795	289
A0A9P2TDD4	tr|A0A9P2TDD4|A0A9P2TDD4_THEFU	no	3.8e-30	103.2	0.0	1	1	5.1e-30	102.7	251	281	180	182	0.7171	0.6477	unreviewed	A0A9P2TDD4_THEFU	SAM-dependent chlorinase/fluorinase	TM51_01450	Thermobifida fusca TM51	1169414	281
A0A2H5A0B0	tr|A0A2H5A0B0|A0A2H5A0B0_9EURY	no	3.9e-30	103.1	0.0	1	1	4.6e-30	102.9	251	258	245	254	0.9761	0.9845	unreviewed	A0A2H5A0B0_9EURY	S-adenosyl-l-methionine hydroxide adenosyltransferase	BVU17_11785	Haloarcula taiwanensis	1932004	258
A0A1X7IW65	tr|A0A1X7IW65|A0A1X7IW65_9FLAO	no	3.9e-30	103.1	0.7	1	1	5.3e-30	102.7	251	276	186	184	0.7410	0.6667	unreviewed	A0A1X7IW65_9FLAO	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN03080602_01227	Arenibacter troitsensis	188872	276
A0A0C2YG84	tr|A0A0C2YG84|A0A0C2YG84_PARME	no	4e-30	103.1	0.0	1	1	5.2e-30	102.7	251	241	184	175	0.7331	0.7261	unreviewed	A0A0C2YG84_PARME	SAM-dependent chlorinase/fluorinase	CCC_02229	Paramagnetospirillum magnetotacticum MS-1	272627	241
A0A1I7CHV3	tr|A0A1I7CHV3|A0A1I7CHV3_9BACT	no	4.1e-30	103.1	0.1	1	1	4.3e-30	103.0	251	256	185	180	0.7371	0.7031	unreviewed	A0A1I7CHV3_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN04489724_3210	Algoriphagus locisalis	305507	256
A0A7X2NRQ1	tr|A0A7X2NRQ1|A0A7X2NRQ1_9FIRM	no	4.1e-30	103.1	0.0	1	1	5.7e-30	102.6	251	282	188	196	0.7490	0.6950	unreviewed	A0A7X2NRQ1_9FIRM	SAM-dependent chlorinase/fluorinase	FYJ51_05200	Stecheria intestinalis	2606630	282
A0ABW4SCC9	tr|A0ABW4SCC9|A0ABW4SCC9_9BACL	no	4.1e-30	103.1	0.0	1	1	5.3e-30	102.7	251	292	186	193	0.7410	0.6610	unreviewed	A0ABW4SCC9_9BACL	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ACFSFY_03040	Sporosarcina siberiensis	1365606	292
A0A830FJ70	tr|A0A830FJ70|A0A830FJ70_HALAR	no	4.1e-30	103.1	0.0	1	1	4.7e-30	102.9	251	258	243	252	0.9681	0.9767	unreviewed	A0A830FJ70_HALAR	SAM-dependent chlorinase/fluorinase	NC662_11220	Haloarcula argentinensis	43776	258
A0A432V1F9	tr|A0A432V1F9|A0A432V1F9_9HYPH	no	4.1e-30	103.1	0.0	1	1	5.5e-30	102.7	251	242	184	174	0.7331	0.7190	unreviewed	A0A432V1F9_9HYPH	SAM-dependent chlorinase/fluorinase	EET67_20925	Borborobacter arsenicus	1851146	242
A0A0B7GTH8	tr|A0A0B7GTH8|A0A0B7GTH8_TREPH	no	4.1e-30	103.0	0.0	1	1	5.1e-30	102.8	251	283	189	197	0.7530	0.6961	unreviewed	A0A0B7GTH8_TREPH	DNA-directed RNA polymerase subunit delta	TPHV1_230026	Treponema phagedenis	162	283
A0ABR4TUS7	tr|A0ABR4TUS7|A0ABR4TUS7_9PROT	no	4.1e-30	103.0	0.0	1	1	5.6e-30	102.6	251	251	184	176	0.7331	0.7012	unreviewed	A0ABR4TUS7_9PROT	SAM-dependent chlorinase/fluorinase	SMB34_12365	Thalassospira permensis NBRC 106175	1353532	251
A0ABQ2BYJ2	tr|A0ABQ2BYJ2|A0ABQ2BYJ2_9FLAO	no	4.2e-30	103.0	0.8	1	1	4.9e-30	102.8	251	278	186	184	0.7410	0.6619	unreviewed	A0ABQ2BYJ2_9FLAO	SAM-dependent chlorinase/fluorinase	fjo14 GCM10011444_18810	Winogradskyella haliclonae	2048558	278
A0A1B9DZC8	tr|A0A1B9DZC8|A0A1B9DZC8_9FLAO	no	4.2e-30	103.0	0.1	1	1	5.4e-30	102.7	251	276	188	186	0.7490	0.6739	unreviewed	A0A1B9DZC8_9FLAO	SAM-dependent chlorinase/fluorinase	SAMN05192550_2048	Flavobacterium glycines	551990	276
B8GV31	tr|B8GV31|B8GV31_THISH	no	4.2e-30	103.0	0.0	1	1	7.7e-30	102.2	251	242	185	175	0.7371	0.7231	unreviewed	B8GV31_THISH	SAM-dependent chlorinase/fluorinase	Tgr7_2297	Thioalkalivibrio sulfidiphilus (strain HL-EbGR7)	396588	242
A0ABP8R1M5	tr|A0ABP8R1M5|A0ABP8R1M5_9SPHI	no	4.2e-30	103.0	0.2	1	1	5.4e-30	102.7	251	260	185	182	0.7371	0.7000	unreviewed	A0ABP8R1M5_9SPHI	SAM-dependent chlorinase/fluorinase	GCM10023173_14280	Sphingobacterium thermophilum	768534	260
A0A842J1E4	tr|A0A842J1E4|A0A842J1E4_9FLAO	no	4.3e-30	103.0	0.7	1	1	6.1e-30	102.5	251	289	185	183	0.7371	0.6332	unreviewed	A0A842J1E4_9FLAO	SAM-dependent chlorinase/fluorinase	H7F21_16895	Winogradskyella flava	1884876	289
A9DZS8	tr|A9DZS8|A9DZS8_9FLAO	no	4.3e-30	103.0	0.6	1	1	5.9e-30	102.5	251	277	185	183	0.7371	0.6606	unreviewed	A9DZS8_9FLAO	SAM-dependent chlorinase/fluorinase	KAOT1_05122	Kordia algicida OT-1	391587	277
A0A2T4UJE1	tr|A0A2T4UJE1|A0A2T4UJE1_9ACTN	no	4.3e-30	103.0	0.0	1	1	5.8e-30	102.6	251	264	184	188	0.7331	0.7121	unreviewed	A0A2T4UJE1_9ACTN	SAM-dependent chlorinase/fluorinase	C7Y72_06495	Paraconexibacter algicola	2133960	264
A0A838ZQK8	tr|A0A838ZQK8|A0A838ZQK8_9FLAO	no	4.4e-30	103.0	1.0	1	1	7e-30	102.3	251	274	185	183	0.7371	0.6679	unreviewed	A0A838ZQK8_9FLAO	SAM-dependent chlorinase/fluorinase	HU137_00440	Moheibacter lacus	2745851	274
A0A0A2LVZ3	tr|A0A0A2LVZ3|A0A0A2LVZ3_9FLAO	no	4.4e-30	103.0	0.2	1	1	7.1e-30	102.3	251	275	185	183	0.7371	0.6655	unreviewed	A0A0A2LVZ3_9FLAO	SAM-dependent chlorinase/fluorinase	Q763_02180	Flavobacterium beibuense F44-8	1406840	275
A0A6N8HF69	tr|A0A6N8HF69|A0A6N8HF69_9FLAO	no	4.4e-30	103.0	0.2	1	1	7.1e-30	102.3	251	275	185	183	0.7371	0.6655	unreviewed	A0A6N8HF69_9FLAO	SAM-dependent chlorinase/fluorinase	GN157_11660	Flavobacterium rakeshii	1038845	275
A0AAE4EV06	tr|A0AAE4EV06|A0AAE4EV06_9EURY	no	4.4e-30	103.0	0.0	1	1	5.8e-30	102.6	251	259	244	253	0.9721	0.9768	unreviewed	A0AAE4EV06_9EURY	SAM-dependent chlorinase/fluorinase	NDI54_04610	Haloarcula terrestris	2950533	259
A3HYH1	tr|A3HYH1|A3HYH1_9BACT	no	4.5e-30	102.9	0.2	1	1	5.6e-30	102.6	251	258	238	241	0.9482	0.9341	unreviewed	A3HYH1_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	ALPR1_05275	Algoriphagus machipongonensis	388413	258
A0A1D9PCF2	tr|A0A1D9PCF2|A0A1D9PCF2_9FLAO	no	4.5e-30	102.9	0.1	1	1	6e-30	102.5	251	276	187	185	0.7450	0.6703	unreviewed	A0A1D9PCF2_9FLAO	SAM-dependent chlorinase/fluorinase	BIW12_12780	Flavobacterium commune	1306519	276
E1R7H1	tr|E1R7H1|E1R7H1_SEDSS	no	4.6e-30	102.9	0.0	1	1	5.6e-30	102.6	251	281	204	211	0.8127	0.7509	unreviewed	E1R7H1_SEDSS	DNA-directed RNA polymerase subunit delta	Spirs_3588	Sediminispirochaeta smaragdinae (strain DSM 11293 / JCM 15392 / SEBR 4228) (Spirochaeta smaragdinae)	573413	281
A0A1L8ML49	tr|A0A1L8ML49|A0A1L8ML49_9STRE	no	4.6e-30	102.9	0.1	1	1	5.7e-30	102.6	251	280	190	197	0.7570	0.7036	unreviewed	A0A1L8ML49_9STRE	DNA-directed RNA polymerase subunit delta	A9Q68_09790	Streptococcus bovimastitidis	1856638	280
N1WRP6	tr|N1WRP6|N1WRP6_9FLAO	no	4.6e-30	102.9	0.2	1	1	1.1e-29	101.6	251	276	185	183	0.7371	0.6630	unreviewed	N1WRP6_9FLAO	S-adenosyl-L-methionine hydroxide adenosyltransferase	pgond44_04055	Psychroflexus gondwanensis ACAM 44	1189619	276
A0A5N5U838	tr|A0A5N5U838|A0A5N5U838_9EURY	no	4.8e-30	102.8	0.0	1	1	5.9e-30	102.5	251	252	245	247	0.9761	0.9802	unreviewed	A0A5N5U838_9EURY	S-adenosyl-l-methionine hydroxide adenosyltransferase	DM867_06825	Halosegnis rubeus	2212850	252
Q30XU7	tr|Q30XU7|Q30XU7_OLEA2	no	4.9e-30	102.8	0.0	2	2	3.7e-22	77.0	251	334	176	178	0.7012	0.5329	unreviewed	Q30XU7_OLEA2	SAM-dependent chlorinase/fluorinase	Dde_2703	Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20) (Desulfovibrio alaskensis)	207559	334
A0ABX0BNR7	tr|A0ABX0BNR7|A0ABX0BNR7_9PSEU	no	4.9e-30	102.8	0.0	1	1	6.8e-30	102.3	251	264	178	174	0.7092	0.6591	unreviewed	A0ABX0BNR7_9PSEU	SAM-dependent chlorinase/fluorinase	G3I59_15840	Amycolatopsis rubida	112413	264
A0ABW3KAW3	tr|A0ABW3KAW3|A0ABW3KAW3_9BACT	no	4.9e-30	102.8	0.1	1	1	6.4e-30	102.4	251	257	238	242	0.9482	0.9416	unreviewed	A0ABW3KAW3_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ACFQ21_28870	Ohtaekwangia kribbensis	688913	257
A0A3D9H249	tr|A0A3D9H249|A0A3D9H249_9FLAO	no	5e-30	102.8	0.8	1	1	6.5e-30	102.4	251	279	185	183	0.7371	0.6559	unreviewed	A0A3D9H249_9FLAO	S-adenosyl-l-methionine hydroxide adenosyltransferase	DFQ10_105178	Winogradskyella eximia	262006	279
A0A928UZ37	tr|A0A928UZ37|A0A928UZ37_9SPHI	no	5e-30	102.8	0.2	1	1	7.1e-30	102.3	251	260	188	185	0.7490	0.7115	unreviewed	A0A928UZ37_9SPHI	S-adenosyl-l-methionine hydroxide adenosyltransferase	C4F49_07210	Sphingobacterium hungaricum	2082723	260
C4M0V6	tr|C4M0V6|C4M0V6_ENTH1	no	5.1e-30	102.8	0.1	1	1	6.1e-30	102.5	251	248	246	243	0.9801	0.9798	unreviewed	C4M0V6_ENTH1	DUF62-containing protein	EHI_100370	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	294381	248
A0ABV8ARF1	tr|A0ABV8ARF1|A0ABV8ARF1_9BACT	no	5.1e-30	102.7	0.1	1	1	6e-30	102.5	251	256	187	182	0.7450	0.7109	unreviewed	A0ABV8ARF1_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ACFOSV_08625	Algoriphagus namhaensis	915353	256
A0A136PSA6	tr|A0A136PSA6|A0A136PSA6_9ACTN	no	5.2e-30	102.7	0.0	1	1	6e-30	102.5	251	263	186	188	0.7410	0.7148	unreviewed	A0A136PSA6_9ACTN	S-adenosyl-l-methionine hydroxide adenosyltransferase	AWW66_14165	Micromonospora rosaria	47874	263
A0ABV0BWN8	tr|A0ABV0BWN8|A0ABV0BWN8_9SPHI	no	5.4e-30	102.7	0.1	1	1	6.8e-30	102.3	251	262	185	182	0.7371	0.6947	unreviewed	A0ABV0BWN8_9SPHI	SAM-dependent chlorinase/fluorinase	ABE541_11890	Sphingobacterium kitahiroshimense	470446	262
A0ABS0WKY7	tr|A0ABS0WKY7|A0ABS0WKY7_9FLAO	no	5.4e-30	102.7	0.3	1	1	7.8e-30	102.1	251	272	185	179	0.7371	0.6581	unreviewed	A0ABS0WKY7_9FLAO	SAM-dependent chlorinase/fluorinase	JBL43_00220	Aureibaculum flavum	2795986	272
A0A4D7JNS1	tr|A0A4D7JNS1|A0A4D7JNS1_9BACT	no	5.4e-30	102.7	0.0	1	1	8.1e-30	102.1	251	258	234	236	0.9323	0.9147	unreviewed	A0A4D7JNS1_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	DCC35_17025	Mangrovivirga cuniculi	2715131	258
A0ABQ5MJH7	tr|A0ABQ5MJH7|A0ABQ5MJH7_9FLAO	no	5.4e-30	102.7	0.7	1	1	1.4e-29	101.3	251	273	186	182	0.7410	0.6667	unreviewed	A0ABQ5MJH7_9FLAO	SAM-dependent chlorinase/fluorinase	fjo14 Y10_15730	Neptunitalea lumnitzerae	2965509	273
V6SHS3	tr|V6SHS3|V6SHS3_9FLAO	no	5.6e-30	102.6	0.0	1	1	9e-30	101.9	251	277	185	183	0.7371	0.6606	unreviewed	V6SHS3_9FLAO	SAM-dependent chlorinase/fluorinase	FLJC2902T_30020	Flavobacterium limnosediminis JC2902	1341181	277
A0ABR9ZQ11	tr|A0ABR9ZQ11|A0ABR9ZQ11_9FIRM	no	5.6e-30	102.6	0.2	1	1	7.4e-30	102.2	251	279	194	201	0.7729	0.7204	unreviewed	A0ABR9ZQ11_9FIRM	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ISU02_05355	Fusibacter ferrireducens	2785058	279
A0ABW3RBZ7	tr|A0ABW3RBZ7|A0ABW3RBZ7_9FLAO	no	5.6e-30	102.6	0.2	1	1	8.3e-30	102.1	251	282	185	183	0.7371	0.6489	unreviewed	A0ABW3RBZ7_9FLAO	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ACFQ2E_08720	Hwangdonia seohaensis	1240727	282
A0A2S1YQS4	tr|A0A2S1YQS4|A0A2S1YQS4_9FLAO	no	5.6e-30	102.6	0.1	1	1	7.7e-30	102.2	251	275	186	184	0.7410	0.6691	unreviewed	A0A2S1YQS4_9FLAO	SAM-dependent chlorinase/fluorinase	HYN56_18725	Flavobacterium crocinum	2183896	275
A0ABY4EKE6	tr|A0ABY4EKE6|A0ABY4EKE6_9BACI	no	5.8e-30	102.6	0.0	1	1	7.5e-30	102.2	251	281	187	194	0.7450	0.6904	unreviewed	A0ABY4EKE6_9BACI	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	MUN89_00530	Halobacillus salinarum	2932257	281
A0ABX1RRG7	tr|A0ABX1RRG7|A0ABX1RRG7_9FLAO	no	5.8e-30	102.6	0.5	1	1	5.8e-30	102.6	251	278	185	183	0.7371	0.6583	unreviewed	A0ABX1RRG7_9FLAO	SAM-dependent chlorinase/fluorinase	HHX25_01365	Flavivirga algicola	2729136	278
A0ABU5ZW43	tr|A0ABU5ZW43|A0ABU5ZW43_9FLAO	no	5.9e-30	102.6	0.6	1	1	8.8e-30	102.0	251	276	185	183	0.7371	0.6630	unreviewed	A0ABU5ZW43_9FLAO	SAM-dependent chlorinase/fluorinase	U6A24_11465	Aquimarina gracilis	874422	276
A0ABR7X2M2	tr|A0ABR7X2M2|A0ABR7X2M2_9SPHI	no	6e-30	102.5	0.1	1	1	7.4e-30	102.2	251	258	185	181	0.7371	0.7016	unreviewed	A0ABR7X2M2_9SPHI	SAM-dependent chlorinase/fluorinase	IDJ75_06070	Mucilaginibacter rigui	534635	258
A0A562UI12	tr|A0A562UI12|A0A562UI12_9SPHI	no	6e-30	102.5	0.2	1	1	7.9e-30	102.1	251	260	185	181	0.7371	0.6962	unreviewed	A0A562UI12_9SPHI	S-adenosyl-l-methionine hydroxide adenosyltransferase	JN11_00648	Mucilaginibacter frigoritolerans	652788	260
A0A2S7T1B1	tr|A0A2S7T1B1|A0A2S7T1B1_9BACT	no	6e-30	102.5	0.0	1	1	6.8e-30	102.3	251	268	184	186	0.7331	0.6940	unreviewed	A0A2S7T1B1_9BACT	SAM-dependent chlorinase/fluorinase	CJD36_004345	Flavipsychrobacter stenotrophus	2077091	268
A0ABU9I955	tr|A0ABU9I955|A0ABU9I955_9FLAO	no	6e-30	102.5	0.0	1	1	7.9e-30	102.1	251	275	186	184	0.7410	0.6691	unreviewed	A0ABU9I955_9FLAO	SAM-dependent chlorinase/fluorinase	AAEO58_12970	Flavobacterium helocola	3139139	275
A0ABS1F672	tr|A0ABS1F672|A0ABS1F672_9PROT	no	6e-30	102.5	0.0	1	1	8.5e-30	102.0	251	242	185	175	0.7371	0.7231	unreviewed	A0ABS1F672_9PROT	SAM-dependent chlorinase/fluorinase	JHL17_16100	Azospirillum endophyticum	2800326	242
A0A7W7VPS9	tr|A0A7W7VPS9|A0A7W7VPS9_9ACTN	no	6e-30	102.5	0.0	1	1	9e-30	101.9	251	275	186	187	0.7410	0.6800	unreviewed	A0A7W7VPS9_9ACTN	SAM-dependent chlorinase/fluorinase	FHS44_004715	Streptosporangium saharense	1706840	275
A0A1T5MM63	tr|A0A1T5MM63|A0A1T5MM63_9BACT	no	6.1e-30	102.5	0.0	1	1	7.7e-30	102.2	251	257	239	243	0.9522	0.9455	unreviewed	A0A1T5MM63_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN05660236_5809	Ohtaekwangia koreensis	688867	257
A0A840J204	tr|A0A840J204|A0A840J204_9PSEU	no	6.1e-30	102.5	0.0	1	1	8.3e-30	102.0	251	274	178	174	0.7092	0.6350	unreviewed	A0A840J204_9PSEU	S-adenosylmethionine hydrolase	BJY18_005002	Amycolatopsis jiangsuensis	1181879	274
A0ABW8Y7N8	tr|A0ABW8Y7N8|A0ABW8Y7N8_9FLAO	no	6.1e-30	102.5	0.2	1	1	9.9e-30	101.8	251	275	185	183	0.7371	0.6655	unreviewed	A0ABW8Y7N8_9FLAO	SAM-dependent chlorinase/fluorinase	ABS768_01435	Flavobacterium rhizophilum	3163296	275
A0ABR7DDR2	tr|A0ABR7DDR2|A0ABR7DDR2_9CLOT	no	6.1e-30	102.5	0.0	1	1	7.9e-30	102.1	251	285	185	192	0.7371	0.6737	unreviewed	A0ABR7DDR2_9CLOT	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	H8S20_11640	Clostridium hominis	2763036	285
A0A9W5RFU1	tr|A0A9W5RFU1|A0A9W5RFU1_9ACTO	no	6.2e-30	102.5	0.0	1	1	8.2e-30	102.1	251	285	186	193	0.7410	0.6772	unreviewed	A0A9W5RFU1_9ACTO	DNA-directed RNA polymerase subunit delta	HMPREF9238_01292	Gleimia europaea ACS-120-V-Col10b	883069	285
M3AEM6	tr|M3AEM6|M3AEM6_9PROT	no	6.2e-30	102.5	0.0	1	1	7.9e-30	102.1	251	241	186	177	0.7410	0.7344	unreviewed	M3AEM6_9PROT	SAM-dependent chlorinase/fluorinase	H261_03848	Paramagnetospirillum caucaseum	1244869	241
A0A6N7XPL6	tr|A0A6N7XPL6|A0A6N7XPL6_9FIRM	no	6.2e-30	102.5	0.4	1	1	7.8e-30	102.1	251	280	196	205	0.7809	0.7321	unreviewed	A0A6N7XPL6_9FIRM	SAM-dependent chlorinase/fluorinase	FYJ83_18325	Tissierella pigra	2607614	280
A0A1G6VUF2	tr|A0A1G6VUF2|A0A1G6VUF2_9BACT	no	6.3e-30	102.5	0.0	1	1	7.5e-30	102.2	251	256	185	180	0.7371	0.7031	unreviewed	A0A1G6VUF2_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN04488104_103829	Algoriphagus faecimaris	686796	256
A0ACC5UC44	tr|A0ACC5UC44|A0ACC5UC44_9FLAO	no	6.3e-30	102.5	0.3	1	1	8.6e-30	102.0	251	298	185	183	0.7371	0.6141	unreviewed	A0ACC5UC44_9FLAO	SAM-dependent chlorinase/fluorinase	KO493_13760	Pseudotamlana agarivorans	481183	298
A0A199XVQ5	tr|A0A199XVQ5|A0A199XVQ5_9FLAO	no	6.4e-30	102.4	0.0	1	1	8.9e-30	102.0	251	275	190	188	0.7570	0.6836	unreviewed	A0A199XVQ5_9FLAO	Adenosyl-chloride synthase (EC 2.5.1.94)	salL FLB_02810	Flavobacterium succinicans	29536	275
A0ABU0ZXE7	tr|A0ABU0ZXE7|A0ABU0ZXE7_9FLAO	no	6.4e-30	102.4	0.2	1	1	8.9e-30	102.0	251	277	185	183	0.7371	0.6606	unreviewed	A0ABU0ZXE7_9FLAO	SAM-dependent chlorinase/fluorinase	RBU60_01030	Mesonia profundi	3070998	277
A0A9X2BL98	tr|A0A9X2BL98|A0A9X2BL98_9FLAO	no	6.4e-30	102.4	0.1	1	1	8.7e-30	102.0	251	275	189	186	0.7530	0.6764	unreviewed	A0A9X2BL98_9FLAO	SAM-dependent chlorinase/fluorinase	MW871_10775	Flavobacterium pygoscelis	2893176	275
A0ABS5CUF5	tr|A0ABS5CUF5|A0ABS5CUF5_9FLAO	no	6.4e-30	102.4	0.1	1	1	8.7e-30	102.0	251	275	189	186	0.7530	0.6764	unreviewed	A0ABS5CUF5_9FLAO	SAM-dependent chlorinase/fluorinase	J3S90_10530	Flavobacterium flabelliforme	2816119	275
A0A1I0ZII1	tr|A0A1I0ZII1|A0A1I0ZII1_9FLAO	no	6.4e-30	102.4	0.2	1	1	1e-29	101.7	251	276	196	192	0.7809	0.6957	unreviewed	A0A1I0ZII1_9FLAO	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN05660845_2239	Flavobacterium swingsii	498292	276
G5JSS6	tr|G5JSS6|G5JSS6_STRCG	no	6.5e-30	102.4	0.1	1	1	8.2e-30	102.1	251	280	184	191	0.7331	0.6821	unreviewed	G5JSS6_STRCG	DNA-directed RNA polymerase subunit delta	STRCR_0975	Streptococcus criceti HS-6	873449	280
A0A1N6ZJ85	tr|A0A1N6ZJ85|A0A1N6ZJ85_9EURY	no	6.6e-30	102.4	0.0	2	2	2.9e-14	51.1	251	303	219	223	0.8725	0.7360	unreviewed	A0A1N6ZJ85_9EURY	Uncharacterized protein	SAMN05421809_0820	Natronorubrum daqingense	588898	303
A0A514CDD5	tr|A0A514CDD5|A0A514CDD5_9BACT	no	6.6e-30	102.4	0.2	1	1	8.2e-30	102.1	251	259	228	231	0.9084	0.8919	unreviewed	A0A514CDD5_9BACT	SAM-dependent chlorinase/fluorinase	FKX85_01700	Echinicola soli	2591634	259
A0A2W7RMD1	tr|A0A2W7RMD1|A0A2W7RMD1_9BACT	no	6.6e-30	102.4	0.1	1	1	8.2e-30	102.1	251	256	185	180	0.7371	0.7031	unreviewed	A0A2W7RMD1_9BACT	SAM-dependent chlorinase/fluorinase	ESW18_18050	Algoriphagus ratkowskyi	57028	256
A0ABT7ZT20	tr|A0ABT7ZT20|A0ABT7ZT20_9FLAO	no	6.6e-30	102.4	0.5	1	1	8.7e-30	102.0	251	283	185	183	0.7371	0.6466	unreviewed	A0ABT7ZT20_9FLAO	SAM-dependent chlorinase/fluorinase	QMA06_05375	Winogradskyella bathintestinalis	3035208	283
